group,variable,value,Gene Annotation
rs4920595,EPTH.BREAST.EPITH,18,intronic
rs4920595,EPTH.BREAST.EPITH,18,intronic
rs4920595,EPTH.BREAST.EPITH,18,intronic
rs4920595,EPTH.CHOROID.PLEX.EPITH,17,intronic
rs4920595,EPTH.CILIARY.NONPGMT.EPITH,17,intronic
rs4920595,EPTH.COLON.EPITH,17,intronic
rs4920595,EPTH.EMB.SKIN.BDY,18,intronic
rs4920595,EPTH.ESOPH.EPITH,17,intronic
rs4920595,EPTH.FORESKIN.KRTN,18,intronic
rs4920595,EPTH.FORESKIN.KRTN,18,intronic
rs4920595,EPTH.FORESKIN.KRTN,18,intronic
rs4920595,EPTH.FORESKIN.KRTN,18,intronic
rs4920595,EPTH.GLOM.EPITH,18,intronic
rs4920595,EPTH.GLOM.VISC.EPTIH,18,intronic
rs4920595,EPTH.IRIS.PGMT.EPITH,17,intronic
rs4920595,EPTH.KDNY.EPITH,17,intronic
rs4920595,EPTH.KDNY.TUBULE,18,intronic
rs4920595,EPTH.KDNY.TUBULE,18,intronic
rs4920595,EPTH.KRTN,18,intronic
rs4920595,EPTH.KRTN,18,intronic
rs4920595,EPTH.LNG.BRONHC.EPITH,18,intronic
rs4920595,EPTH.LNG.BRONHC.EPITH,17,intronic
rs4920595,EPTH.MARROW.EPITH,17,intronic
rs4920595,EPTH.MMRY.EPITH,18,intronic
rs4920595,EPTH.MMRY.EPITH,18,intronic
rs4920595,EPTH.MMRY.EPITH,18,intronic
rs4920595,EPTH.MMRY.LMN.EPITH,18,intronic
rs4920595,EPTH.MMRY.MYOEPITH,18,intronic
rs4920595,EPTH.MMRY.MYOEPITH,18,intronic
rs4920595,EPTH.PANC.DUCT.EPITH,18,intronic
rs4920595,EPTH.PROST.EPITH,18,intronic
rs4920595,EPTH.PROST.EPITH,18,intronic
rs4920595,EPTH.PROST.EPITH,18,intronic
rs4920595,EPTH.PROST.EPITH,18,intronic
rs4920595,EPTH.PROX.TUB.EPITH,18,intronic
rs4920595,EPTH.PROX.TUB.EPITH,18,intronic
rs4920595,EPTH.RENAL.CTX.EPITH,18,intronic
rs4920595,EPTH.RETINAL.EPITH,17,intronic
rs4920595,EPTH.SKIN.LEG,18,intronic
rs4920595,EPTH.SKIN.LEG,18,intronic
rs4920595,ESC.ELF1,18,intronic
rs4920595,ESC.ESI3,18,intronic
rs4920595,ESC.H1HESC,18,intronic
rs4920595,ESC.H7HESC,13,intronic
rs4920595,ESC.H9,18,intronic
rs4920595,ESC.HUES48,18,intronic
rs4920595,ESC.HUES6,13,intronic
rs4920595,ESC.HUES64,18,intronic
rs4920595,ESDV.BIPOLAR.NEURON,17,intronic
rs4920595,ESDV.CARD.MESODERM,13,intronic
rs4920595,ESDV.CARD.MUSCLE,18,intronic
rs4920595,ESDV.ECTODERM,18,intronic
rs4920595,ESDV.ENDODERM,18,intronic
rs4920595,ESDV.ENDODERM,17,intronic
rs4920595,ESDV.HEPATOCYTE,18,intronic
rs4920595,ESDV.MESENCH.STEM,13,intronic
rs4920595,ESDV.MESENDODERM,13,intronic
rs4920595,ESDV.MESODERM,17,intronic
rs4920595,ESDV.NEURAL.CELL,18,intronic
rs4920595,ESDV.NEURAL.PROG,18,intronic
rs4920595,ESDV.NEURAL.PROG,13,intronic
rs4920595,ESDV.NEURAL.PROG,18,intronic
rs4920595,ESDV.NEURAL.PROG,17,intronic
rs4920595,ESDV.NEURON,17,intronic
rs4920595,ESDV.SM.MUSCLE,18,intronic
rs4920595,EYE.EMB.EYE,18,intronic
rs4920595,EYE.EMB.EYE,18,intronic
rs4920595,EYE.EMB.RETINA,18,intronic
rs4920595,EYE.EMB.RETINA,18,intronic
rs4920595,EYE.EMB.RETINA,18,intronic
rs4920595,GI.COLON.MUC,18,intronic
rs4920595,GI.COLON.MUC,17,intronic
rs4920595,GI.DUOD.MUC,17,intronic
rs4920595,GI.DUOD.MUC,17,intronic
rs4920595,GI.EMB.LARGE.INT,17,intronic
rs4920595,GI.EMB.LARGE.INT,18,intronic
rs4920595,GI.EMB.LARGE.INT,18,intronic
rs4920595,GI.EMB.LARGE.INT,18,intronic
rs4920595,GI.EMB.LARGE.INT,18,intronic
rs4920595,GI.EMB.LARGE.INT,18,intronic
rs4920595,GI.EMB.LARGE.INT,18,intronic
rs4920595,GI.EMB.LARGE.INT,18,intronic
rs4920595,GI.EMB.LARGE.INT,18,intronic
rs4920595,GI.EMB.LARGE.INT,18,intronic
rs4920595,GI.EMB.LARGE.INT,18,intronic
rs4920595,GI.EMB.LARGE.INT,18,intronic
rs4920595,GI.EMB.LARGE.INT,18,intronic
rs4920595,GI.EMB.SMALL.INT,18,intronic
rs4920595,GI.EMB.SMALL.INT,18,intronic
rs4920595,GI.EMB.SMALL.INT,18,intronic
rs4920595,GI.EMB.SMALL.INT,18,intronic
rs4920595,GI.EMB.SMALL.INT,18,intronic
rs4920595,GI.EMB.SMALL.INT,18,intronic
rs4920595,GI.EMB.SMALL.INT,18,intronic
rs4920595,GI.EMB.SMALL.INT,18,intronic
rs4920595,GI.EMB.SMALL.INT,18,intronic
rs4920595,GI.EMB.SMALL.INT,18,intronic
rs4920595,GI.EMB.SMALL.INT,18,intronic
rs4920595,GI.EMB.SMALL.INT,18,intronic
rs4920595,GI.EMB.STOMACH,18,intronic
rs4920595,GI.EMB.STOMACH,17,intronic
rs4920595,GI.EMB.STOMACH,18,intronic
rs4920595,GI.EMB.STOMACH,17,intronic
rs4920595,GI.EMB.STOMACH,18,intronic
rs4920595,GI.EMB.STOMACH,18,intronic
rs4920595,GI.EMB.STOMACH,17,intronic
rs4920595,GI.EMB.STOMACH,17,intronic
rs4920595,GI.EMB.STOMACH,18,intronic
rs4920595,GI.EMB.STOMACH,18,intronic
rs4920595,GI.ESOPH,18,intronic
rs4920595,GI.ESOPH,18,intronic
rs4920595,GI.ESOPH.MUSC.MUC,18,intronic
rs4920595,GI.ESOPH.MUSC.MUC,18,intronic
rs4920595,GI.ESOPH.SQUAM.EPITH,18,intronic
rs4920595,GI.ESOPH.SQUAM.EPITH,18,intronic
rs4920595,GI.GAST.ESOPH.SPHCTR,18,intronic
rs4920595,GI.PEYER.PATCH,18,intronic
rs4920595,GI.PEYER.PATCH,18,intronic
rs4920595,GI.PEYER.PATCH,18,intronic
rs4920595,GI.RECT.MUC,17,intronic
rs4920595,GI.RECT.MUC,18,intronic
rs4920595,GI.SIG.COLON,18,intronic
rs4920595,GI.SIG.COLON,18,intronic
rs4920595,GI.SIG.COLON,18,intronic
rs4920595,GI.SIG.COLON,18,intronic
rs4920595,GI.SIG.COLON,17,intronic
rs4920595,GI.SMALL.INT,18,intronic
rs4920595,GI.SMALL.INT,18,intronic
rs4920595,GI.SMALL.INT,17,intronic
rs4920595,GI.STOMACH,18,intronic
rs4920595,GI.STOMACH,17,intronic
rs4920595,GI.STOMACH,17,intronic
rs4920595,GI.STOMACH,18,intronic
rs4920595,GI.STOMACH,18,intronic
rs4920595,GI.STOMACH,18,intronic
rs4920595,GI.STOMACH.MUC,17,intronic
rs4920595,HRT.AORTA,18,intronic
rs4920595,HRT.AORTA,13,intronic
rs4920595,HRT.ASC.AORTA,18,intronic
rs4920595,HRT.ASC.AORTA,18,intronic
rs4920595,HRT.CORONARY.ATY,18,intronic
rs4920595,HRT.CORONARY.ATY,18,intronic
rs4920595,HRT.EMB.HEART,13,intronic
rs4920595,HRT.EMB.HEART,18,intronic
rs4920595,HRT.EMB.HEART,18,intronic
rs4920595,HRT.EMB.HEART,18,intronic
rs4920595,HRT.EMB.HEART,18,intronic
rs4920595,HRT.EMB.HEART,18,intronic
rs4920595,HRT.EMB.HEART,18,intronic
rs4920595,HRT.EMB.HEART,18,intronic
rs4920595,HRT.EMB.HEART,18,intronic
rs4920595,HRT.EMB.HEART,18,intronic
rs4920595,HRT.EMB.HEART,18,intronic
rs4920595,HRT.EMB.HEART,18,intronic
rs4920595,HRT.EMB.HEART,18,intronic
rs4920595,HRT.EMB.HEART,18,intronic
rs4920595,HRT.EMB.HEART,18,intronic
rs4920595,HRT.EMB.HEART,13,intronic
rs4920595,HRT.EMB.HEART,18,intronic
rs4920595,HRT.EMB.LEFT.ATRIUM,18,intronic
rs4920595,HRT.EMB.LEFT.VENTR,18,intronic
rs4920595,HRT.EMB.LEFT.VENTR,18,intronic
rs4920595,HRT.EMB.RIGHT.VENTR,18,intronic
rs4920595,HRT.HEART,18,intronic
rs4920595,HRT.HEART,18,intronic
rs4920595,HRT.LEFT.VENTR,13,intronic
rs4920595,HRT.LEFT.VENTR,17,intronic
rs4920595,HRT.LEFT.VENTR,17,intronic
rs4920595,HRT.RIGHT.ATRIUM,18,intronic
rs4920595,HRT.RIGHT.ATRIUM,18,intronic
rs4920595,HRT.RIGHT.ATRIUM,17,intronic
rs4920595,HRT.RIGHT.VENTR,17,intronic
rs4920595,HRT.RIGHT.VENTR,17,intronic
rs4920595,HSC.B,18,intronic
rs4920595,HSC.B,18,intronic
rs4920595,HSC.B,18,intronic
rs4920595,HSC.B,18,intronic
rs4920595,HSC.B,18,intronic
rs4920595,HSC.B,17,intronic
rs4920595,HSC.B,17,intronic
rs4920595,HSC.B,18,intronic
rs4920595,HSC.CD14.MONOCYTE,6,intronic
rs4920595,HSC.CD14.MONOCYTE,18,intronic
rs4920595,HSC.CD14.MONOCYTE,6,intronic
rs4920595,HSC.CD14.MONOCYTE,6,intronic
rs4920595,HSC.CD1C.DC,18,intronic
rs4920595,HSC.CD34.CMP,18,intronic
rs4920595,HSC.CD34.CMP,18,intronic
rs4920595,HSC.CD34.CMP,18,intronic
rs4920595,HSC.CD34.CMP,18,intronic
rs4920595,HSC.CD34.CMP,18,intronic
rs4920595,HSC.CD34.CMP,18,intronic
rs4920595,HSC.CD34.CMP,18,intronic
rs4920595,HSC.CD34.CMP,18,intronic
rs4920595,HSC.CD34.CMP,18,intronic
rs4920595,HSC.CD34.CMP,18,intronic
rs4920595,HSC.CD34.CMP,18,intronic
rs4920595,HSC.CD34.CMP,18,intronic
rs4920595,HSC.CD34.CMP,18,intronic
rs4920595,HSC.GERM.CTR,18,intronic
rs4920595,HSC.LYMPHOCYTE,18,intronic
rs4920595,HSC.MPP,18,intronic
rs4920595,HSC.MPP,17,intronic
rs4920595,HSC.MPP,17,intronic
rs4920595,HSC.MPP,17,intronic
rs4920595,HSC.MPP,17,intronic
rs4920595,HSC.MPP,17,intronic
rs4920595,HSC.MPP,18,intronic
rs4920595,HSC.MPP,18,intronic
rs4920595,HSC.MPP,18,intronic
rs4920595,HSC.MPP,17,intronic
rs4920595,HSC.NK,18,intronic
rs4920595,HSC.NK,18,intronic
rs4920595,HSC.NK,18,intronic
rs4920595,HSC.NTPHIL,10,intronic
rs4920595,HSC.NTPHIL,11,intronic
rs4920595,IPSC.11A,18,intronic
rs4920595,IPSC.15b,18,intronic
rs4920595,IPSC.18a,18,intronic
rs4920595,IPSC.18c,18,intronic
rs4920595,IPSC.20b,18,intronic
rs4920595,IPSC.CWRU1,18,intronic
rs4920595,IPSC.DF19.11,18,intronic
rs4920595,IPSC.DF19.7,18,intronic
rs4920595,IPSC.DF4.7,18,intronic
rs4920595,IPSC.DF6.9,18,intronic
rs4920595,IPSC.GM23338,13,intronic
rs4920595,IPSC.L1S8,18,intronic
rs4920595,IPSC.L1S8R,18,intronic
rs4920595,IPSC.NIHI11,18,intronic
rs4920595,IPSC.NIHI7,18,intronic
rs4920595,KDNY.EMB.KDNY.CELL,18,intronic
rs4920595,KDNY.EMB.KDNY.CELL,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,17,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,17,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,17,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.KIDNEY,18,intronic
rs4920595,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs4920595,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs4920595,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs4920595,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs4920595,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs4920595,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs4920595,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs4920595,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs4920595,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs4920595,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs4920595,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs4920595,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs4920595,KDNY.EMB.RENAL.CTX.ITSM,17,intronic
rs4920595,KDNY.EMB.RENAL.PELVIS,18,intronic
rs4920595,KDNY.EMB.RENAL.PELVIS,18,intronic
rs4920595,KDNY.EMB.RENAL.PELVIS,18,intronic
rs4920595,KDNY.EMB.RENAL.PELVIS,18,intronic
rs4920595,KDNY.EMB.RENAL.PELVIS,18,intronic
rs4920595,KDNY.EMB.RENAL.PELVIS,18,intronic
rs4920595,KDNY.EMB.RENAL.PELVIS,18,intronic
rs4920595,KDNY.EMB.RENAL.PELVIS,18,intronic
rs4920595,KDNY.EMB.RENAL.PELVIS,18,intronic
rs4920595,KDNY.EMB.RENAL.PELVIS,18,intronic
rs4920595,KDNY.EMB.RENAL.PELVIS,18,intronic
rs4920595,KDNY.EMB.RENAL.PELVIS,18,intronic
rs4920595,KDNY.EMB.RENAL.PELVIS,18,intronic
rs4920595,KDNY.KIDNEY,17,intronic
rs4920595,KDNY.KIDNEY,17,intronic
rs4920595,LCL.LCL.GM06990,17,intronic
rs4920595,LCL.LCL.GM08714,18,intronic
rs4920595,LCL.LCL.GM10248,18,intronic
rs4920595,LCL.LCL.GM10266,18,intronic
rs4920595,LCL.LCL.GM12864,17,intronic
rs4920595,LCL.LCL.GM12865,18,intronic
rs4920595,LCL.LCL.GM12875,18,intronic
rs4920595,LCL.LCL.GM12878,17,intronic
rs4920595,LCL.LCL.GM12891,18,intronic
rs4920595,LCL.LCL.GM12892,18,intronic
rs4920595,LCL.LCL.GM18507,18,intronic
rs4920595,LCL.LCL.GM19238,18,intronic
rs4920595,LCL.LCL.GM19239,18,intronic
rs4920595,LCL.LCL.GM19240,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,17,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,18,intronic
rs4920595,LNG.EMB.LUNG,17,intronic
rs4920595,LNG.LUNG,18,intronic
rs4920595,LNG.LUNG,17,intronic
rs4920595,LVR.EMB.LIVER,17,intronic
rs4920595,LVR.EMB.LIVER,18,intronic
rs4920595,LVR.HEPATIC.STELLATE,17,intronic
rs4920595,LVR.HEPATOCYTE,18,intronic
rs4920595,LVR.LIVER,18,intronic
rs4920595,LVR.LIVER,18,intronic
rs4920595,LVR.LIVER,13,intronic
rs4920595,LVR.LIVER,13,intronic
rs4920595,LVR.LIVER,17,intronic
rs4920595,LVR.LIVER,18,intronic
rs4920595,MSC.ADIPOCYTE,17,intronic
rs4920595,MSC.AMN.FLD,18,intronic
rs4920595,MSC.EMB.FCL.PROM,18,intronic
rs4920595,MSC.MESENC.STEM,17,intronic
rs4920595,MUSC.CARDIAC.MYOCYTE,17,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,18,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,18,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,18,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,17,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,18,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,18,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,18,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,17,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,18,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,18,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,17,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,17,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,18,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,18,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,18,intronic
rs4920595,MUSC.EMB.ARM.MUSCLE,18,intronic
rs4920595,MUSC.EMB.BACK.MUSCLE,18,intronic
rs4920595,MUSC.EMB.BACK.MUSCLE,18,intronic
rs4920595,MUSC.EMB.BACK.MUSCLE,18,intronic
rs4920595,MUSC.EMB.BACK.MUSCLE,18,intronic
rs4920595,MUSC.EMB.BACK.MUSCLE,18,intronic
rs4920595,MUSC.EMB.BACK.MUSCLE,18,intronic
rs4920595,MUSC.EMB.BACK.MUSCLE,17,intronic
rs4920595,MUSC.EMB.BACK.MUSCLE,18,intronic
rs4920595,MUSC.EMB.BACK.MUSCLE,18,intronic
rs4920595,MUSC.EMB.BACK.MUSCLE,18,intronic
rs4920595,MUSC.EMB.BACK.MUSCLE,18,intronic
rs4920595,MUSC.EMB.BACK.MUSCLE,18,intronic
rs4920595,MUSC.EMB.BACK.MUSCLE,17,intronic
rs4920595,MUSC.EMB.LEG.MUSCLE,18,intronic
rs4920595,MUSC.EMB.LEG.MUSCLE,18,intronic
rs4920595,MUSC.EMB.LEG.MUSCLE,17,intronic
rs4920595,MUSC.EMB.LEG.MUSCLE,17,intronic
rs4920595,MUSC.EMB.LEG.MUSCLE,18,intronic
rs4920595,MUSC.EMB.LEG.MUSCLE,17,intronic
rs4920595,MUSC.EMB.LEG.MUSCLE,18,intronic
rs4920595,MUSC.EMB.LEG.MUSCLE,18,intronic
rs4920595,MUSC.EMB.LEG.MUSCLE,18,intronic
rs4920595,MUSC.EMB.LEG.MUSCLE,17,intronic
rs4920595,MUSC.EMB.LEG.MUSCLE,18,intronic
rs4920595,MUSC.EMB.LEG.MUSCLE,18,intronic
rs4920595,MUSC.EMB.LEG.MUSCLE,18,intronic
rs4920595,MUSC.EMB.TRUNK.MUSCLE,17,intronic
rs4920595,MUSC.EMB.TRUNK.MUSCLE,17,intronic
rs4920595,MUSC.EMB.TRUNK.MUSCLE,18,intronic
rs4920595,MUSC.EMB.TRUNK.MUSCLE,18,intronic
rs4920595,MUSC.GASTR.MED,17,intronic
rs4920595,MUSC.GASTR.MED,17,intronic
rs4920595,MUSC.GASTR.MED,17,intronic
rs4920595,MUSC.GASTR.MED,17,intronic
rs4920595,MUSC.PSOAS.MUSCLE,17,intronic
rs4920595,MUSC.PSOAS.MUSCLE,18,intronic
rs4920595,MUSC.PSOAS.MUSCLE,13,intronic
rs4920595,MUSC.PSOAS.MUSCLE,17,intronic
rs4920595,MUSC.SKELETAL.MUSCLE,13,intronic
rs4920595,MUSC.SKELETAL.MUSCLE,17,intronic
rs4920595,MUSC.SKELETAL.MUSCLE,17,intronic
rs4920595,MUSC.SKELETAL.MUSCLE.CELL,17,intronic
rs4920595,MYO.MYOCYTE,17,intronic
rs4920595,MYO.MYOTUBE,17,intronic
rs4920595,MYO.SKLT.MYOBLAST,17,intronic
rs4920595,MYO.SKLT.MYOBLAST,17,intronic
rs4920595,MYO.SKLT.MYOBLAST,17,intronic
rs4920595,MYO.SKLT.SATELLITE,17,intronic
rs4920595,NSPH.NEUROSPHERE,17,intronic
rs4920595,NSPH.NEUROSPHERE,16,intronic
rs4920595,NSPH.NEUROSPHERE,17,intronic
rs4920595,NSPH.OLF.NEUROSPHERE,18,intronic
rs4920595,OTHR.BREAST.EPITH,18,intronic
rs4920595,OTHR.BREAST.EPITH,18,intronic
rs4920595,OTHR.EMB.LIMB,18,intronic
rs4920595,OTHR.EMB.LIMB,18,intronic
rs4920595,OTHR.EPID.MELANOCYTE,18,intronic
rs4920595,OTHR.FRSKN.MELANOCYTE,17,intronic
rs4920595,OTHR.MMRY.STEM,18,intronic
rs4920595,PANC.BODY.PANCREAS,18,intronic
rs4920595,PANC.BODY.PANCREAS,18,intronic
rs4920595,PANC.BODY.PANCREAS,18,intronic
rs4920595,PANC.BODY.PANCREAS,18,intronic
rs4920595,PANC.EMB.ISLT.PREC,18,intronic
rs4920595,PANC.PANCREAS,18,intronic
rs4920595,PANC.PANCREAS,18,intronic
rs4920595,PCTA.AMNION,18,intronic
rs4920595,PCTA.AMNION.STEM,18,intronic
rs4920595,PCTA.CHORION,18,intronic
rs4920595,PCTA.CHORION,17,intronic
rs4920595,PCTA.CHORION,17,intronic
rs4920595,PCTA.CHORIONIC.VILL,17,intronic
rs4920595,PCTA.CHORIONIC.VILL,18,intronic
rs4920595,PCTA.CHORIONIC.VILL,17,intronic
rs4920595,PCTA.CHORIONIC.VILL,17,intronic
rs4920595,PCTA.PLACENTA,18,intronic
rs4920595,PCTA.PLACENTA,17,intronic
rs4920595,PCTA.PLACENTA,18,intronic
rs4920595,PCTA.PLACENTA,18,intronic
rs4920595,PCTA.PLACENTA,18,intronic
rs4920595,PCTA.PLACENTA,18,intronic
rs4920595,PCTA.PLACENTA,18,intronic
rs4920595,PCTA.PLACENTA,17,intronic
rs4920595,PCTA.PLACENTA,18,intronic
rs4920595,PCTA.PLACENTA,17,intronic
rs4920595,PCTA.PLACENTA,18,intronic
rs4920595,PCTA.PLACENTA,18,intronic
rs4920595,PCTA.PLACENTA,18,intronic
rs4920595,PCTA.PLACENTA,17,intronic
rs4920595,PCTA.TROPHOBLAST,18,intronic
rs4920595,PNS.SPINAL.CRD,18,intronic
rs4920595,PNS.SPINAL.CRD,18,intronic
rs4920595,PNS.SPINAL.CRD,18,intronic
rs4920595,PNS.SPINAL.CRD,18,intronic
rs4920595,PNS.SPINAL.CRD,18,intronic
rs4920595,PNS.SPINAL.CRD,18,intronic
rs4920595,PNS.SPINAL.CRD,18,intronic
rs4920595,REPR.PROSTATE.GLD,18,intronic
rs4920595,REPR.PROSTATE.GLD,18,intronic
rs4920595,SMTH.BRN.VASC.SMTH.MUSC,17,intronic
rs4920595,SMTH.COLON.MUSCLE,17,intronic
rs4920595,SMTH.COLON.MUSCLE,18,intronic
rs4920595,SMTH.DUOD.MUSCLE,18,intronic
rs4920595,SMTH.DUOD.MUSCLE,17,intronic
rs4920595,SMTH.RECT.MUSCLE,17,intronic
rs4920595,SPLN.EMB.SPLEEN,17,intronic
rs4920595,SPLN.SPLEEN,18,intronic
rs4920595,SPLN.SPLEEN,18,intronic
rs4920595,SPLN.SPLEEN,18,intronic
rs4920595,SPLN.SPLEEN,18,intronic
rs4920595,SPLN.SPLEEN,18,intronic
rs4920595,STRM.AORTA.FIBR,17,intronic
rs4920595,STRM.BREAST.FIBR,17,intronic
rs4920595,STRM.BREAST.FIBR,17,intronic
rs4920595,STRM.BRN.PERICYTE,18,intronic
rs4920595,STRM.CARDIAC.FIBR,17,intronic
rs4920595,STRM.CARDIAC.FIBR,17,intronic
rs4920595,STRM.DERMIS.FIBR,17,intronic
rs4920595,STRM.DERMIS.FIBR,17,intronic
rs4920595,STRM.DERMIS.FIBR,17,intronic
rs4920595,STRM.EMB.CARDIAC.FIBR,18,intronic
rs4920595,STRM.EMB.LUNG.FIBR,17,intronic
rs4920595,STRM.EMB.LUNG.FIBR,17,intronic
rs4920595,STRM.EMB.SKIN.FIBR,17,intronic
rs4920595,STRM.EMB.SKIN.FIBR,17,intronic
rs4920595,STRM.EMB.SKIN.FIBR,17,intronic
rs4920595,STRM.EYE.CJCT.FIBR,17,intronic
rs4920595,STRM.FRSKN.FIBR,17,intronic
rs4920595,STRM.FRSKN.FIBR,17,intronic
rs4920595,STRM.GINGVL.FIBR,17,intronic
rs4920595,STRM.GINGVL.FIBR,17,intronic
rs4920595,STRM.LUNG.FIBR,18,intronic
rs4920595,STRM.LUNG.FIBR,17,intronic
rs4920595,STRM.LUNG.FIBR,17,intronic
rs4920595,STRM.LUNG.FIBR,17,intronic
rs4920595,STRM.LUNG.PULM.ATY.FIBR,17,intronic
rs4920595,STRM.MMRY.FIBR,17,intronic
rs4920595,STRM.PERID.LIG.FIBR,17,intronic
rs4920595,STRM.SKIN.FIBR,17,intronic
rs4920595,STRM.SKIN.FIBR,17,intronic
rs4920595,STRM.SKIN.FIBR,17,intronic
rs4920595,STRM.SKIN.FIBR,17,intronic
rs4920595,STRM.SKIN.FIBR,17,intronic
rs4920595,STRM.SKIN.FIBR,18,intronic
rs4920595,STRM.SKIN.FIBR,17,intronic
rs4920595,STRM.SKIN.FIBR,18,intronic
rs4920595,STRM.SKIN.FIBR,17,intronic
rs4920595,STRM.SKIN.FIBR,17,intronic
rs4920595,STRM.SKIN.FIBR,18,intronic
